strain,virus,gisaid_epi_isl,genbank_accession,date,region,country,division,location,region_exposure,country_exposure,division_exposure,segment,length,host,age,sex,Nextstrain_clade,pangolin_lineage,GISAID_clade,originating_lab,submitting_lab,authors,url,title,paper_url,date_submitted,purpose_of_sequencing
hCoV-19/England/CAMB-81368/2020,betacoronavirus,EPI_ISL_442857,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7F3E5/2020,betacoronavirus,EPI_ISL_442944,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7F45B/2020,betacoronavirus,EPI_ISL_442947,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-80DE3/2020,betacoronavirus,EPI_ISL_442953,?,10/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29776,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7EFA6/2020,betacoronavirus,EPI_ISL_443000,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-7E911/2020,betacoronavirus,EPI_ISL_443077,?,08/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.105,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-8185A/2020,betacoronavirus,EPI_ISL_443111,?,12/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,G,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar, Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow, Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-125CD3/2020,betacoronavirus,EPI_ISL_443791,?,31/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-83515/2020,betacoronavirus,EPI_ISL_443455,?,15/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-831F3/2020,betacoronavirus,EPI_ISL_443509,?,14/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/CAMB-82877/2020,betacoronavirus,EPI_ISL_443646,?,14/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"Department of Pathology, University of Cambridge",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Luke W Meredith, M. Estée Török , Myra Hosmillo, William L. Hamilton, Martin D. Curran, Theresa Feltwell, Grant Hall, Anna Yakovleva, Fahad A Khokhar,  Charlotte J. Houldcroft, Laura G Caller, Aminu S. Jahun, Sarah L. Caddy, Ian Goodfellow; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-125462/2020,betacoronavirus,EPI_ISL_443715,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-125F34/2020,betacoronavirus,EPI_ISL_443838,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-125E46/2020,betacoronavirus,EPI_ISL_443851,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29779,Human,unknown,unknown,?,B.52,L,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-12507D/2020,betacoronavirus,EPI_ISL_443952,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-1256C6/2020,betacoronavirus,EPI_ISL_443877,?,28/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1.369,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-125927/2020,betacoronavirus,EPI_ISL_443953,?,30/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29779,Human,unknown,unknown,?,B,L,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-124B5F/2020,betacoronavirus,EPI_ISL_444015,?,25/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1,GH,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-124EB0/2020,betacoronavirus,EPI_ISL_443944,?,26/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-1253DE/2020,betacoronavirus,EPI_ISL_443943,?,27/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.167,GH,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/BRIS-12565D/2020,betacoronavirus,EPI_ISL_443989,?,27/03/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.1.1,GR,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,12/05/2020,?
hCoV-19/England/LOND-D4B5F/2020,betacoronavirus,EPI_ISL_444181,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29714,Human,unknown,unknown,?,B.1.1,GR,"University College London, Great Ormond Street Hospital for Children NHS Foundation Trust, Imperial College Healthcare NHS Trust",COVID-19 Genomics UK (COG-UK) Consortium,"Sergi Castellano, Rachel Williams, Mark Kristiansen, Paola Resende Silva, Sunando Roy, Tony Brooks, Helena Tutill, Paola Niola, Patricia Dyal, Charlotte Williams, Leysa Forrest, Yasmin Panchbhaya, Jacqueline Findlay, Sam Weeks, Julianne Brown, Kathryn Harris, Paul Randell, James Price, Alison Holmes, Judith Breuer",https://www.gisaid.org/,?,?,13/05/2020,?
hCoV-19/England/EXET-13547E/2020,betacoronavirus,EPI_ISL_457063,?,06/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29779,Human,unknown,unknown,?,B,L,University of Exeter,COVID-19 Genomics UK (COG-UK) Consortium,"Ben Temperton,Aaron Jeffries,Michelle Michelsen,Joanna Warwick-Dugdale,Audrey Farbos,Robyn Manley,Stephen Michell,Jane Masoli",https://www.gisaid.org/,?,?,02/06/2020,?
hCoV-19/England/EXET-135BA6/2020,betacoronavirus,EPI_ISL_457141,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29611,Human,unknown,unknown,?,B.1.1,GR,University of Exeter,COVID-19 Genomics UK (COG-UK) Consortium,"Ben Temperton,Aaron Jeffries,Michelle Michelsen,Joanna Warwick-Dugdale,Audrey Farbos,Robyn Manley,Stephen Michell,Jane Masoli",https://www.gisaid.org/,?,?,02/06/2020,?
hCoV-19/England/BRIS-1268CF/2020,betacoronavirus,EPI_ISL_458955,?,09/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29782,Human,unknown,unknown,?,B.39,V,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,04/06/2020,?
hCoV-19/England/BRIS-1265D7/2020,betacoronavirus,EPI_ISL_458946,?,11/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29778,Human,unknown,unknown,?,B,L,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,04/06/2020,?
hCoV-19/England/BRIS-1297A1/2020,betacoronavirus,EPI_ISL_458899,?,01/04/2020,Europe,United Kingdom,England,,Europe,United Kingdom,England,genome,29779,Human,unknown,unknown,?,B.27,L,"PHE South West Regional Laboratory, National Infection Service",Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) consortium,"Stephanie Hutchings, Hannah Pymont, Dr Peter Muir, Barry Vipond, Rich Hopes; and Alex Alderton, Roberto Amato, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team (http://www.sanger.ac.uk/covid-team)",https://www.gisaid.org/,?,?,04/06/2020,?
